id,createdAt,goldScore,isMilestone,hasArticle,favoriteCount,retweetCount,replyCount,viewCount,text
1972110389120045299,Sun Sep 28 01:25:31 +0000 2025,10.0,True,False,4555,1293,391,1243168,这段时间重新翻看了自己的推文，把其中我觉得比较精华的内容和一些高光操作整理了出来，虽然市场状况一直在变化，具体的方法未必适用了，但是如何寻找alpha、怎么将认知与实践相结合，这些思维依然是有共性的，希望能对大家有所帮助。  以下按时间顺序列出：  2022.04.22 NFT图狗Mint指南 https://t.co/p2iWg1Y9tz  2022.05.02 猴地逃顶获利200ETH https://t.co/D3dM6YPZ6d  2022.07.21 NFT抢购Bot指南 https://t.co/5DSQ8ZRlqP  2022.09.21 DogeClub单个图狗获利70ETH https://t.co/e6v6JNpSq1  2023.04.19 Memecoin基础科普（当时市场热点正从NFT转移到土狗币） https://t.co/pKUzISskNb  2023.05.09 重心换到土狗币后单周浮盈100ETH https://t.co/M6IE1iMbCp  2023.07.29 Pauly的Pond开盘3分钟1ETH变成44.5ETH https://t.co/qF8qXaMvtn  2023.09.12 香蕉枪Banana Gun发币复盘，白名单+开盘限购获利50ETH https://t.co/fa6gjJX65i  2024.01.05 节点猴NodeMonkes复盘，参与荷兰拍，0.03BTC成本最高地板价0.8BTC，获利3BTC https://t.co/sZSZC54Nac  2024.01.29 从1万~1000万资金量级，各个阶段的思考与经历 https://t.co/SLcVyYVPAK  2024.02.26 通过链上交易一个月赚$1M的复盘（发射台Moby的预售、Shib官方的404项目Sheb、DN404项目ASTX、公售随便打开盘上币安的Portal、Merlin链的$Huhu等） https://t.co/RBmigAeMKm  2024.06.19 反思自己在擅长的链上赛道过于谨慎，在不熟的山寨操作上仓位过重 https://t.co/USewGYUnmV  2024.07.08 各种原因导致一天踏空数个金狗后的思考 https://t.co/Qs8LzKKTJe  2024.07.17 特朗普枪击事件，相关热点土狗$Fight获利13万u复盘 https://t.co/8TjFp3rDTG  2024.07.24 关于“聪明钱”和“跟单”的看法 https://t.co/JRUYNn1h1V  2024.07.31 麻吉图币项目“BAYC”开盘发现套利方法，1分钟收获15万u https://t.co/YK4DgpCtzA  2024.08.23 Simon Cat预售复盘，一次堪称完美的打新机会 https://t.co/3FlbGJ1Y9w  2024.10.11 2M市值开始转推Goat相关内容，获利10万u https://t.co/u5ixxYF9qb  2024.11.03 马斯克置顶松鼠第一时间发推，获利19万u https://t.co/Hy0umF6Cat  2024.11.11 复盘SOL单链单月1M收益 https://t.co/ZMDGnL4rCy  2024.11.16 DeSci生态起飞前梳理线索，RIF+URO获利30万u https://t.co/83bcfXyzz3  2024.12.14 复盘为什么会卖飞自己早期发掘的项目，做多Goat和Pnut获利$2M https://t.co/Duj29TIe2i  2025.01.05 AI赛道相关代币一周获利$1M复盘 https://t.co/kYrRBaKIzI  2025.01.18 特朗普推特发布代币合约后“人只活一次” https://t.co/Pl2GYHvjX6  2025.01.19 $Trump单币浮盈$20M+ https://t.co/8wpEfG34Hq  2025.01.25 特朗普老婆发币$Melania，对后市看法由乐观变为不确定 https://t.co/9flGJySQqV  2025.02.03 认为不存在全面普涨，开始低倍做空山寨币 https://t.co/KN7ZYtjSGq  2025.03.30 对自己三年来币圈笔记的整理与分享 https://t.co/6ixE2dT7nj  2025.04.07 做空山寨币的黄金期已经过去 https://t.co/Njw0ACOhxd  2025.04.19 不要用战术上的勤奋掩盖战略上的懒惰 https://t.co/JYLPtIk9Vn  2025.05.01 $Gork获利18万u https://t.co/4r6jg7XGIE  2025.05.31 认为大部分山寨已经重新进入下跌趋势 https://t.co/i7esMiGsfT  2025.07.08 PumpFun公售是机会 https://t.co/JVIqiEgpPC  2025.07.23 链上Meme两大方法论，叙事交易和地址挖掘 https://t.co/GsQz7d2ZrO  2025.08.01 做多ETH，做空山寨币对冲 https://t.co/bAQUJhXYX0  2025.09.02 复盘做空WLFI获利$1M https://t.co/EmXIZlNy6b  持续分享观点，一是因为我一直都是一个表达欲较强，乐于总结归纳的人，二是这种公开发表的看法，假如后续能被市场所印证，其中收获的快乐甚至已经超越了交易盈利的数字本身。
2045760821188551055,Sun Apr 19 07:06:02 +0000 2026,10.0,True,False,1276,230,87,183907,复盘了近期一些事件驱动的机会，我认为目前新闻交易依然是币圈最值得投入精力的方向之一。做交易的利润本质来源于两点，第一是方向性，第二是波动性，而新闻交易恰好符合，结合事件容易判断方向，同时也由于事件本身的影响，加上市场合力，会产生较大的波动。  2月$ETH异常天地针： 某个用户的做市脚本出现问题，导致一直在$2040~2060区间高买低卖，持续了10分钟左右，如果第一时间发现ETH交易量异常，并查看分钟线，就能在区间反向挂限价单，不停成交，实现获利，当时事后也有好几位高手在推特上分享，赚了几十万u甚至1~2M。  Lighter限制$Arc费率： 有庄家选择在Lighter上利用合约操盘Arc，在2.26的凌晨六点半，Lighter官方发布了公告，将每8小时的费率上限从4%提高到了20%，庄家如果继续做多扛不住资金费率，选择平仓，Arc随后在8小时内从$0.11下跌到$0.035。  $Fartcoin操纵 钱包集群在Hyperliquid上用类似之前操纵XPL的手法，目的是短时间内拉升Fartcoin价格，随后提出利润，剩下本金爆仓。最有确定性的是通过监控钱包集群的余额和钱包提取动作判断下跌时机，但是这次该钱包集群被反向狙击了，余额还没用完就被大量空单砸到清算价，Fartcoin从$0.25瞬间跌到$0.2，随后缓慢跌到$0.17。  Templar退出$TAO生态 Templar是TAO最大的子网之一，也是这波TAO作为去中心化AI上涨的核心叙事之一，在4.10号发推官宣退出TAO生态，TAO在5小时内从$330跌到$260，随后一路阴跌至240。  $RAVE大调查 4.18号ZachXBT发推表示交易所应该调查Rave这类控筹90%以上拉高出货的代币，得到Bitget CEO Gracy回应，随后Rave从$20开始下跌，14小时后最低跌破$1。  KelpDAO被盗 4.19凌晨KelpDAO被盗，造成AAVE坏账，攻击方式与跨链桥LayerZero有关，此后$AAVE从$111跌至$91，$ZRO从$1.9跌至最低$1.4。  要做好新闻交易，其实类似之前的盯链思路，要么投入大量精力，第一时间获取消息，结合快速的判断力，做出相应操作，要么靠认知，即使进场时间晚了，但是能判断出该事件是否可能带来更深远的影响，同样可以获利。  另外，随着这波妖币带动的山寨行情逐渐进入尾声，我重新开始了做多BTC，做空山寨的对冲，标的选择上，依然是以前的思路，仓位分散，优先选择非全流通、非新币、叙事过时的山寨。其实能感觉到目前币圈的流动性依然非常差，而且随着大量山寨币的叙事破灭，RWA资产被引入，山寨整体相对大盘继续下行是大概率事件。
2055306677751325000,Fri May 15 15:17:52 +0000 2026,10.0,True,False,910,151,135,156093,最近对于交易有了新的感悟。  大部分厉害的交易员，内心都是极度自信的，一个随波逐流的人很难在交易上拿到大结果。问题是，没有人能永远正确，也没有哪一笔交易是绝对意义上的百分百概率盈利，那么最重要的事情，就是在判断对的时候多赚，在判断错的时候少亏。  为了做到这一点，在具体执行上：  1、必须清楚每笔交易背后的逻辑，有大致的止盈思路，和严格的止损策略，从而用有限的风险，换取尽可能多的利润。  2、尽量选择简单的市场与合适的标的，投入适当的仓位，否则会受制于流动性和深度，无法严格按计划执行交易。  以上思路，对于不同资金量级都适用，例如：  小资金玩家参与链上，往往是用大量的试错，来换取高倍数收益。  中等资金玩家，面对近期的妖币行情， 做多要远好过做空，因为做多风险可控，潜在收益高，而做空恰恰相反。  大资金玩家，这半年最适合的市场是股市，因为流动性充足，走势流畅，并且在AI浪潮下，Upside大于Downside。
1751888091487580633,Mon Jan 29 08:40:44 +0000 2024,10.0,False,False,2125,822,175,449027,两年多以前我刚入圈的时候就反复看过神鱼的这篇《在区块链行业如何从1000刀的本金赚到1亿刀》，还存在了手机相册里，那时候我刚读研一，带入币圈的本金不到五万元，今天看到这条推特还是挺感慨的。这几天有很多朋友都分享了财富增长的经验，我也斗胆借此机会讲讲自己的看法。  首先最重要的一点，我认为是找到自己擅长或是感兴趣的赛道，当然能两者兼得是最完美的。例如你组织能力强或者动手能力强就去撸空投，对游戏数值和策略比较了解就去研究链游，擅长估值分析和投研就去炒山寨，币圈的赛道非常多，吃透其中一条对绝大部分人而言已经足够。高倍合约等杠杆率太高的方式我是从来不碰的，也不建议大家接触。  对我自身而言，比较强的能力是快速地获取信息、分析决策并且执行操作，同时我对市场热点也有不错的敏感度，所以自然而然地选择了链上一级这条赛道，现在也有很多人称其为1.5级。它的定义很广泛，例如NFT、土狗币、铭文等其实都可以纳入，核心是在相对早期的阶段接触项目，从而获得成本较低的筹码，但又不同于私募等回报周期通常较久的形式。  链上一级的优缺点都很鲜明，在对项目大致判断正确的前提下，这种玩法具有极高的盈亏比，但也正因为接触项目处于早期，又带来了更大的不确定性和风险。从收集信息、做出分析再到执行操作这三个步骤，每一步的失误都可能带来结果的巨大差异。接下来更具体地分享我的经历，以下单位为CNY。  1万~10万：以小博大、见好就收 可以泛指所有在币圈没有投入较大本金的情况，对小资金来说，追求年化几个点的稳定收益没有太大意义，平时大家也总打趣说“是来币圈翻身的，不是翻倍的”，所以这一阶段要尽量寻找潜在倍数高、前期投入小的项目，我在21年的时候是参与BSC上的土狗币，同样道理但更符合当下币圈生态的例如铭文新协议、SOL土狗币等，或者一些投入成本较小的撸毛项目，殊途同归。 一些朋友可能认为资金少所以一定要死拿到百倍千倍才卖，但是我有不同看法，小资金意味着低容错率，在这一阶段更重要的是获利出本，及时止盈，只要你的路径是对的，一定可以把雪球越滚越大。那些靠拿住一个币暴富的故事往往是幸存者偏差，新闻稿可以从1000个人中选出一个成功者大书特书，而不会提及剩下的999个失败者。  10万~100万：对所在的赛道有一定的深度了解 2021年年底的时候我发现只要持有几个平台的代币就可以获得打新额度，而这些打新项目通常开盘就有几十倍，所以我把大部分资金用于买入GAFI、Redkite、Poolz等平台的代币，剩下的就是不断参与打新并在开盘不久后卖出，而这种造富效应又带动平台币价上涨，又吃又拿，我在进圈三个多月的时候赚到了第一个一百万。 时至今日，信息传播的速度越来越快，这种简单粗暴的左脚踩右脚已经很难持续下去，而且质量不错的项目通常都会选择有各类筛选和风控机制的打新平台。不过如果把我那段经历背后的逻辑抽象出来，那么依然是通用的，也就是在自己最熟悉的赛道经过钻研后找到一些存在信息差的机会，投入适当的仓位，静待开花结果。  100万~1000万：深度、宽度和高度 客观来说，个人资产超过千万在国内已经远超绝大部分人了，所以没必要把这当做一个很大的目标或者压力，一切平常心看待。 想要度过这一阶段，我总结了三种方式，分别对应深度、宽度和高度，做到其一即可。第一个是把资金容量足够的机会研究透，第二个是在自己所处赛道形成规模化，第三个是早于大部分人看到了引领市场的赛道。 先说深度，单项目千万收益听起来很夸张，大家听闻比较多的应该是Blur第二季空投名列前茅的几位大哥。当然，刷Blur毕竟对技术、资金量都有要求，时间周期也长达几个月，很多人可能根本没有意识到更夸张的是去年10月的NFT碎片化平台代币FLC、去年12月的BTC NFT节点猴和今年1月的BTC二层代币SAVM，都是能在1周甚至1天内将100万转化为1000万的项目，对于分析足够透彻并且敢上仓位的人是实实在在可以做到的，而这还仅仅是短短过去3个月内的部分机会而已。 再说宽度，也就是在自己擅长的赛道形成规模化，可以是通过铺人力和高效的组织管理形成的，对应的机会例如Sui打新，也可以是借助代码和工具实现的，例如NFT图狗早期大部分人还在前端手搓的时候，用脚本合约批量Mint就是降维打击，收益也是成倍增长。不过宽度的扩张是存在边际效益的，一方面是每个项目的资金容量都有限，利润并不是完全跟随规模的扩大而扩大，另一方面是随着某个赛道上扩大规模的玩家越来越多，财富效应就逐渐被稀释了。 最后是高度，通过精准的判断和敏锐的嗅觉在极早期介入某个赛道的龙头标的，然后充分享受赛道扩大的胜利果实，随风起舞，例如21年的链游和今年的铭文。这也是我个人认为难度最大的一种方式，因为不仅要求有极强的判断力，更需要敢为天下先的勇气，某个赛道在极早期的时候要么无人问津，要么备受嘲讽，能在这种情况下耐得住寂寞的投资者才能守得云开见月明，我想只要见证过PEPE、ORDI和TIA发展历程的朋友都深有体会，正是这3个曾经被百般嫌弃的标的开启了2023年的Meme、铭文和模块化这三大标志性叙事。 这也引出了另一个重要话题，就是赛道的选择，一般情况下在币圈还是得追逐热点，玩新不玩旧，两个各方面水平相同的人，假如在2023年的下半年一个选择了NFT赛道，另一个选择了铭文赛道，他们最终的收益率肯定是云泥之别，大部分人最终所能拿到的结果还是依托于市场的红利，要学会顺势而为。 此外，在这个阶段还可以适当扩大一下自己的接触面，敢于拿小仓位试错各个赛道，说不定收获的经验在日后就成了宝贵的财富。也可以分配一定比例的资金去参与各类相对稳定的打新机会，给自己配置安全垫的同时也一定程度形成了现金流。 最后就是做好风险控制和仓位管理，尤其在牛市，账面财富其实分文不值，没有落袋为安之前都是虚的，有太多牛市风光一时熊市回撤严重甚至倾家荡产的例子，不多赘述。  1000万~1亿： 还在摸索，争取早日再做分享，希望与大家顶峰相见。
1976780423620706484,Fri Oct 10 22:42:34 +0000 2025,10.0,False,False,1435,151,175,378008,进圈四年多，印象里第一次见这种，一堆山寨瞬间闪崩80~90%。  所以币圈最重要的能力，还是风险控制，只要活着，永远都有机会，刚不管是买脱锚的USDE、wbETH、bnSOL还是抄那几个主流，都能赚，赚多赚少的问题。  但是假如你恰好在做多山寨，可能即使放了5倍甚至10以上保证金还是会被爆仓，那就是一场彻底的灾难。  很幸运，我的对冲仓位，虽然各种山寨被一路ADL，还是跑赢了多单。刚忙着平仓，也没来得及买别的币，就不在推特晒收益什么的了，毕竟对大部分人来讲，这种黑天鹅绝对是坏的一面远大于好的一面。  1月的$Trump之后半休息状态佛系玩了几个月，这3个月感觉市场活跃了起来，也逐渐认真投入，从Pump公售、ETH多单对冲山寨空单、XPL、Eigen等几个山寨，到近期的BSC链上，对自己的操作整体都挺满意，基本拿到了想要的结果，这几天高强度盯链下来，也觉得有点疲惫了，正好趁这个节点调整调整。  祝大家好运吧，活下来就是最重要的事。
1981960314733384159,Sat Oct 25 05:45:36 +0000 2025,10.0,False,False,1334,90,387,1172011,现在还时不时能看到这种言论，首先以我现在的影响力，别说几百k，就算几M的币我明牌喊，都可能原地涨5-10倍，这种畸形的价格走势不利于后续发展，也决定了大部分币我已经没办法在买入的时候喊单。  其次，推特现在流行道德绑架，只要发过的币，不管涨了多少，明牌地址卖了就是吃流动性，跌了就是做局收割，买完了发就是靠影响力赚钱，赚完了发就是只晒收益不喊单，我建议把你们这种人集体关在一起尽情左右脑互搏。  最后，币安人生我是大号钱包买入+推文回复，两三天就从60M到了400多M，而我这两个月赚最多的其实是做多ETH做空山寨的策略，至少发了4条推文不断跟进，跟不上只能说你没有慧根也不会跟。  引用Wintermute创始人的一段话，“所以这是一种“生态关系”吧 — — 他们在加密推特上瞎嚷嚷，我们从他们的愚蠢中获利。有点悲哀，但如果他们都聪明了，我们的交易量可能还真会下降。”
1894720066018746564,Wed Feb 26 12:04:00 +0000 2025,10.0,False,False,1232,197,506,521283,我想请问一下币安，是不是现在用户正常开单交易都有被封号的风险？我从1月底开始做空山寨币，逻辑从我推特上都能找得到，选了一些我觉得热点不再并且估值虚高的币，结果币安说我在Ban上操控价格，我的开单历史都在下面，因为深度一般我还是用的分时委托（Twap），2.8日我观察到ban从底部0.023拉升到0.065左右后横盘了几天，建仓空单，2.18大暴跌，我观察了一天左右，觉得跌不下去了，低于50M做空的性价比也不高，所以平掉了空单，同样是用的分时委托，这一单最后历时11天，开仓均价0.066，平仓均价0.049，盈利28万u，完全是合理的散户交易行为，结果币安警告我不能多账号交易，不能同时利用现货和合约价格操盘，不能鼓励其他人进场来拉升价格，请问以上三种行为我有哪一样？  自己上的合约被人这样拉砸，不去找原因，跑来用封号警告正常交易的用户？同样我之前做空act也收到了类似的警告，说我空单仓位太大，怀疑有内幕消息，我开单的逻辑是act的发射台推出后第一个币表现不佳，利好落地。请问我是需要教你们炒币还是需要把我每一次获利的逻辑全盘托出？  还有，你们的分时委托Twap功能，正常情况下开单是按杠杆可开仓位作为百分比，平单是按持有仓位作为百分比，结果分时委托的平单是按杠杆可开仓位作为百分比，导致我在平仓Wif的时候，误以为10%是我仓位的10%，其实平掉了可开仓位10M的10%，导致我过早平单损失了部分利润，你们的功能细节不去完善，反而用这种方式惊吓散户？  我一直将币安作为最信任的交易所，不管是CEX资产还是交易都主要在币安，难道用户正常交易还要担惊受怕封号风险？希望币安可以重视以上问题，不要站在正常用户的对立面。 @heyibinance @cz_binance @sisibinance 。
1969652597276754337,Sun Sep 21 06:39:08 +0000 2025,10.0,False,False,1162,195,129,292971,1、币圈大大小小各个赛道，轮动很快，对能力的侧重点要求不同，很难做到专精。例如我比较擅长玩链上的NFT和土狗币，但是铭文就基本没有参与。要么适应，要么潜心埋伏自己擅长的赛道等风来，无他法。  2、每个赛道都有生命周期，盛极而衰，同样的人用同样的玩法在不同的环境下会拿到截然不同的结果，而人又往往容易根据自己的成功经验形成思维定式。像我最近在SOL链上也是亏钱居多，因为我还是用之前的玩法，看好就买入，并且不达到目标点位就不卖，但是现在SOL上的流动性和之前已经天差地别了。  3、每个赛道能容纳的资金量不一样，取得一定的结果后，体量上来了，想更进一步，就需要探索不同的领域。对我来说，再去PVP链上中小市值的币，对资产提升没有任何意义，更多地是为了保持对市场的敏感性。这大半年取得较大收益的做空山寨、ETH对冲和Pumpfun公售等等，都更接近二级交易，因为流动性更充足，有更多容纳1M+资金的机会。  4、取得大结果后，有人会自满，有人会怠惰，有人会将重心投入到其他方方面面。证明过自己后，就不会再有太多执念，身边几个“版本之子”要么在享受生活，要么心态变得平和，不会过分在意他人的评价。炒币、赚钱的究极意义是什么呢？对我而言是让自己和家人过得开心，有高标准的生活质量，并且能支持自己做想做的事，足矣，倘若纯粹将其视作追逐数字的游戏，反而舍本逐末了。  5、为什么我上条推文说Aster让我焦虑了呢，对于资金体量不太大的玩家来说，从CZ喊单到现在10倍，也不算非常高的倍数，但是现阶段我更看重的是能容纳的资金量级，能兼具大资金、高倍数、涨得快三者的机会很少。而据我了解，很多从APX开始跟进了一两年的高手，都在0.1以下就卖了，反而是刚了解到这个项目，纯粹把它当做“CZ喊单的Hyperliquid竞品”的玩家敢买敢追，拿到了大结果。即使认知高，也无法保证能在单个项目上起到决定性作用，市场存在各种偶然性。  以上给我们的启示是，在币圈最重要的事，其实是活着，把平时大大小小的项目当作历练，积累经验和财富，才能有足够的底气和容错率，在认为大机会来临的时候出击，下个版本之子可能就是你。
1951099879906058707,Fri Aug 01 01:57:15 +0000 2025,10.0,False,False,1097,135,242,1217955,目前多空分歧严重，我开了一笔对冲交易，做多ETH，做空一揽子山寨，仓位大概是1:1，和大家交流讨论下思路。  我的逻辑是，ETH是六月末开始的本轮上涨的发动机，主要推动力，一是机构效仿微策略，通过币股融资购买ETH，二是稳定币叙事，ETH是相关的核心基建与结算层。  参考此前微策略购买BTC，推动价格一路上涨的过程，到头来大部分山寨远远没有跑赢大饼。币股和机构用于买入ETH的这部分资金，也不太会外溢到其他山寨上。  数据上，根据CMC，过去30天Top200的代币里涨幅大于ETH的只有20个，还包括Bonk、Zora、CFX、ENA这些明显受利好事件驱动的。  山寨选择上，遵循此前做空的逻辑，优先选择市值偏高、非龙头、走法不强势、存在感低的，并且分散做空，设好止损，防止单个标的爆拉。  假如下半年后市继续走牛，我相信很大概率依然是会由ETH推动，假如走熊，我也不觉得山寨可以独善其身，而ETH至少有机构的购买力托底。会导致这个对冲思路失效的情况，要么是山寨季真的来了，大部分山寨都持续跑赢ETH，要么是ETH震荡或者领跌，而其他山寨反而跌的不多，按照这几个月的经验，我觉得可能性较小。
2020475123611111777,Sun Feb 08 12:29:42 +0000 2026,10.0,False,False,972,95,241,203645,作为龙头交易所，币安上币的割裂，反映出了行业的割裂。  高估值VC币，市场不太买单了，只能说“不看好可以做空”，“上币不代表推荐购买”，但是又放任某些高控盘币随意拉砸，动辄数倍涨幅搭配费率收割空单，再随时暴跌收网，散户面对山寨币的信息不对等博弈，无论做多做空，长期肯定是负EV，要么亏完，要么不玩。  SOL和Base的Meme，已经一年多没有上币。如果说是为了扶持自己生态的BSC，从商业竞争角度尚可理解，但这一年下来，BSC似乎也算不上多么繁荣。有一些代币凝聚了强大的社区，却得不到资源倾斜，长此以往自然散了人心。  尽管CZ一姐反复强调不要从自己的推文抠字眼，第二个登陆中文合约的仍是抠字眼的产物，也依然逃不过被操盘拉砸，两次单日跌幅50%的命运。  当然，将市场走熊、行业寒冬全部归咎于币安，肯定有失偏颇。但有时候也忍不住遐想，如果作为行业的引领者，能真正支持创新、兼容并包，一切是否会不一样？  归根结底，正是无数散户、无数生态下的开发者构成了行业强大的生命力，假如他们越来越难找到生存的土壤，又如何期待行业焕发下一个春天呢。
