id,createdAt,goldScore,domain,favoriteCount,retweetCount,viewsCount,hasArticle,url,text
1855873096902992048,2024-11-11 07:20,7.4,06_tokenomics_protocol_valuation,518,38,216457,False,https://x.com/0xcryptowizard/status/1855873096902992048,bn 上线 act，也一分上币费没收。  我因为第一天就在 act 社群，所以很了解情况。  act社区准备了2%用来给交易所上币用，最近跟做市商谈判都穷的拿不出来几个币。  最后还是做市商看社区很热心在建设，才继续谈下去。  bn连这部分也没要过一个币。  你们 fud 币安，只是体现了自己的恶心而已。
1968300489747169308,2025-09-17 13:06,7.3,06_tokenomics_protocol_valuation,162,17,90850,False,https://x.com/0xcryptowizard/status/1968300489747169308,资产发行，永远是币圈最重要的主题。  launchpad 要想清楚两个问题： 1️⃣ 发行什么资产？ 2️⃣ 采用什么博弈机制？  这里以 holo 的尝试为例，说一下我的思考：  关于第1️⃣个问题，holo 是赋能 ccm ，即创作者经济变现，这里的重点，我认为是“持续性”。  看最近 pump 的直播尝试，我认为有一个问题还没有想清楚，就是创作者赚取“手续费”，不如一次性砸盘；以及，一旦交易冷清，“手续费”立刻下降，怎么持续激励？  这个问题，需要有一个有效的机制去筛选和激励，一个良性的创作者经济，才能带来持久性，才会带来后续买入信心和共识。  关于第2️⃣个问题，holo 是采用“长期的生态参与者激励+随即游戏性+多元化（白名单/新用户等）”来解决 bot 抢筹问题。  这里需要回答几个问题： 早期拿到筹码的人，是否能对项目cx起到关键作用？ 这种博弈机制，能否带来广泛的财富效应，促进更多人参与？ 这个博弈机制，是否足够新颖，和资产类型结合，带来更有话题性的叙事？  我觉得一个 launchpad，一定要在实际运营中把这些问题解决好，形成一个良性的生态，类似 web2 中的直播平台中“主播/mcn/平台/观众/打赏者”，小红书发布内容和消费内容的核心群体：有较高消费能力和分享欲的女性。  只有形成类似铭文和pump meme这些早期良性发展的生态，才会带来财富效应和广泛的参与。
1898372052593381745,2025-03-08 13:55,7.1,06_tokenomics_protocol_valuation,261,35,70886,False,https://x.com/0xcryptowizard/status/1898372052593381745,说实话，对于 defi 能不能真的进入美国真实场景，我不是太在意，真进去也不是币圈散户的机会。  meme 币都是 trump 直接下场来收割，真的涉及到结合真实场景，真的没咱们什么事儿了，前面组局寻租资源方收过路费都收到你卖肾。  跟币圈散户有关的，一定是能够有机会在早期拿到好项目的低价格筹码。  这个“好项目”，可以是17年的ico，可以是20年的defi，22年的铭文，23年-24年的 meme 。  可以是技术币，也可以是社区币，这些都是“叙事”，不重要。  生态代币财富效应+新的资产发行玩法+新赛道新叙事拆分盘。  这才是散户可以赚到10m的机会。
1962075546718011524,2025-08-31 08:50,6.5,06_tokenomics_protocol_valuation,396,40,123604,False,https://x.com/0xcryptowizard/status/1962075546718011524,第二波打法，挺简单，就是等。  等到好标的，好时机，好价格。  也有点难，难在，  什么是好标的？ 叙事，团队，热度，筹码情况？  什么是好时机？ 处于趋势哪个阶段，启动前，fomo中，高潮，结束？  什么是好价格？ 压力/支撑位，平均成本，回撤幅度？  等，是战略耐力/定力和判断力的综合结果。
1776114130895925635,2024-04-05 05:06,6.2,06_tokenomics_protocol_valuation,163,54,147128,False,https://x.com/0xcryptowizard/status/1776114130895925635,很多人误解，认为 rgb++ 基于 ckb 的一种资产协议，并不是。  rgb++ 是 bitcoin 一层资产协议，可以通过同构绑定，在类似 ckb（并不局限于ckb）的 utxo base 链获得跟主链等效安全性的智能合约能力；  ckb 既可以支持 rgb++ 协议，也可以支持 runes atomical这些 utxo base 的一层资产协议；  utxo stack 则是让任何一条 L2 都可以具备以上能力，兼容 rgb++ 协议的任何资产。  这就是 rgb++，ckb，utxo stack的关系，老白的推写的更加精彩详细，大家可以做进一步阅读。
1880165862621237373,2025-01-17 08:10,6.2,06_tokenomics_protocol_valuation,126,21,36736,False,https://x.com/0xcryptowizard/status/1880165862621237373,看项目，要看： 团队/叙事/产品/技术/筹码/市值 等多个因素。  不是一个人能 cover 的，一定是身边有一群兄弟。  比如你问我怎么分析筹码，怎么看出来某个项目庄在进/在出；这些我都是问别人，我再专业，能有大科专业么？  专业的人干专业的事，就好了。
1729780292515516654,2023-11-29 08:32,6.2,06_tokenomics_protocol_valuation,79,14,47753,False,https://x.com/0xcryptowizard/status/1729780292515516654,taproot wizard 大巫师  正在征集“谁应该得到一个wizard”的答案。  我推荐了我自己，兄弟们也可以试试推荐和自荐。  我的理由是  我是中国加密社区最知名（如果不是唯一）的wizard，从4年前开始；  我从ordinals早期就一直帮助教育和宣传这个协议；  我拥有超过1000个ordinals nft 来自各个系列；  我的头像就来自朋友手绘并刻在稀有聪的wizard。  如果你也支持我，请帮我下面👇🏻转发的推点赞，谢谢兄弟们。
1679032389694279681,2023-07-12 07:38,6.2,06_tokenomics_protocol_valuation,10,1,6032,False,https://x.com/0xcryptowizard/status/1679032389694279681,Messari一篇研报，寻找 crypto 原生的商业模式： 🌟IP创造与分配机制（图1） 🌟应用与开放架构利润分配机制（图2） 🌟应用与平台协议模式（图3）  这种共生的商业模式，在 Web2 也一样在呈现，用中心化方式解决的也挺好的：youtube 的播主，抖音的网红，都在创造内容的同时，分享平台的流量与广告收益。  个人感觉，crypto 更本质区别： 用轻量级的协议与代币激励，吸引其他重量级的资源（分布式）参与，共同构建一种产品与服务。 比如：uniswap 对 LP 的激励，filecoin 对存储资源的激励等。 其特点：这种重量级的资源获取成本较高，并天然适合去中心化的方式提供，资源提供方一起分享产品产生的收益与协议成长带来的代币增值。
1776123397807992859,2024-04-05 05:43,6.1,06_tokenomics_protocol_valuation,35,5,21748,False,https://x.com/0xcryptowizard/status/1776123397807992859,当前基于 utxo stack 技术就有一轮估值50m的 openstamp 在做 L2 实现，将 src20 和 rgb++ 在 openstamp做智能合约拓展。  未来可以想象，各种基于utxo的资产协议，各种基于 utxo stack 的L2，彼此互通。  这一切开始于 rgb++ 和 ckb 的工程实现，未来3个月会看到很不一样的景象。
2084084367681564749,2026-08-03 01:10,5.9,06_tokenomics_protocol_valuation,188,10,31283,False,https://x.com/0xcryptowizard/status/2084084367681564749,很多人提起 Leopold 都是幸灾乐祸，大可不必。  先不说现在剩下的，还是大部分人可望不可即的。  即使真破产，在24岁这个年纪，都是好事，破产要趁早。  真在交易大成的，没有哪个不是破产几次，再起来的。  只要精神和肉体不被摧毁，赌性坚强，信誉还在，钱只是不断练习的筹码数字。
1853590091144544645,2024-11-05 00:08,5.9,06_tokenomics_protocol_valuation,134,11,46876,False,https://x.com/0xcryptowizard/status/1853590091144544645,新叙事，新赛道，肯定有爆拉后洗盘的过程。  时间，空间，洗足够。  大部分人会在这里失去信心离开，他们并不理解逻辑，也不想去看事实，只看价格。  不是因为有强庄，一个新币才会涨； 而是因为这个新币有足够强的潜力和社区，强庄才会介入。  否则随便发个币，自己拿90%的筹码，不更简单？
1466307857704714240,2021-12-02 07:26,5.9,06_tokenomics_protocol_valuation,105,23,0,False,https://x.com/0xcryptowizard/status/1466307857704714240,人永远是最重要的因素，在商业价值分析，以及筹码数据分析，都要透过抽象的数据和模型理解背后人的行为。  在决定和什么人一起工作，相处，也尤为重要。当招聘时，如果你大量精力用于筛选合适的人，就要花10倍时间带他，以及可能花20倍的代价处理他带来的以及解雇他的麻烦。
1886671255161676164,2025-02-04 07:00,5.9,06_tokenomics_protocol_valuation,103,10,15241,False,https://x.com/0xcryptowizard/status/1886671255161676164,@thecryptoskanda 没错，币圈本质就是造币卖币，其他都是叙事罢了。  造币卖币，中间商多了，散户就没法玩了。  至于操纵市场，无所谓的，能赚钱大家都欢迎操纵市场的mm，现在被动做市，散户承接一堆领导抛压，能赚钱就见鬼了。
1875804333310390293,2025-01-05 07:19,5.8,06_tokenomics_protocol_valuation,43,1,23412,False,https://x.com/0xcryptowizard/status/1875804333310390293,你是想让p小将和二级trader去做开发和建设么？ 还是让“社区”去给项目做市啊？  有一些项目方自己控筹不够的项目，确实会出现野庄看好后冲进来，并且自己带着做市商搞事情。  但是这些野庄也很危险，他想 rug 的时候，就不是项目方能决定的了。
1777187359102271641,2024-04-08 04:10,5.6,06_tokenomics_protocol_valuation,75,16,68174,False,https://x.com/0xcryptowizard/status/1777187359102271641,大家都知道 rgb++ 的 L1/L2 二象性，可能还不知道 rgb++ 资产是兼容 rgb 协议的，同时可以进行客户端链下验证。  三栖特种部队：L1 （bitcoin主链），L2（utxo-base智能合约公链，如ckb），无链（客户端链下验证，这个要等rgb协议进一步进展）。
1872571084106850421,2024-12-27 09:11,5.5,06_tokenomics_protocol_valuation,79,6,42652,False,https://x.com/0xcryptowizard/status/1872571084106850421,有的兄弟，总是认为有影响力就会赚钱，对也不对。  我的打法是长期的。  提到的 evan 目前5-6倍；提到的 ava 目前3倍；提到的 spore目前6倍。  提到的swarm目前腰斩。  每一个我都拿着呢，每一个我都提过，但是最终怎么走，还是要看标的本身的质量，以及筹码结构，庄的能力等。
1898373421148553484,2025-03-08 14:01,5.5,06_tokenomics_protocol_valuation,68,1,24335,False,https://x.com/0xcryptowizard/status/1898373421148553484,至于有些项目方和前面靠币圈机会赚到钱的“大佬”们，对币圈能够进入真实场景的殷切希望。  说实话，听听就得了。  莆田系早年在电线杆子上贴性病小广告诈骗的人，后面发家了都要给慈善捐款，以展现体面。  这些，跟咱们赚钱没太大关系。  除非，能让币圈散户早期拿到低价格筹码，否则什么应用都没用。
1962030256296177681,2025-08-31 05:50,5.5,06_tokenomics_protocol_valuation,35,1,13778,False,https://x.com/0xcryptowizard/status/1962030256296177681,@cryptosixman 分析的很清晰，看趋势认为有望启动，看叙事是我喜欢和认可的，看价格和筹码有一定安全空间。  其实观察了蛮久，第一次14m拉起来我也在看，等着再回落才开始建仓，不够安全就宁可不动。
1874372739357958319,2025-01-01 08:30,5.5,06_tokenomics_protocol_valuation,32,1,13923,False,https://x.com/0xcryptowizard/status/1874372739357958319,@timotimoqi 确实很好玩，整个系统每天也在进化。  资产发行就是币圈主线，这是一种有趣的资产发行模式，资产之间还能形成有趣的互动和联系。  我是稳稳拿着筹码不动，等着看进一步的演变。
1653950317262950400,2023-05-04 02:30,5.5,06_tokenomics_protocol_valuation,31,3,57535,False,https://x.com/0xcryptowizard/status/1653950317262950400,做空的兄弟们，你们知道 $sui 的流通市值里，大部分币都在做市商手里吧？  fdv是挺高。然而，暴空的速度，比赌价值回归的速度，快多了。 https://t.co/LUwfXenOIo
1864186298963251245,2024-12-04 05:53,5.5,06_tokenomics_protocol_valuation,28,1,9223,False,https://x.com/0xcryptowizard/status/1864186298963251245,@HuoYean 他们肯定是没控好筹码，这一点是个弊端。  前段时间宣布要搞20个新币，估计也是庄想搞新的，但是社区大幅度的反抗，就搁置了。  目前市场共识肯定还是rif龙一，不好改变，所以跌够了就买点。
1896547042933297431,2025-03-03 13:03,5.5,06_tokenomics_protocol_valuation,27,2,12888,False,https://x.com/0xcryptowizard/status/1896547042933297431,@zhetengji 生态代币筹码分配合理（价格螺旋上升，分到能干活的人手里） 创新的资产发行方式（ico/defi/vc/铭文/meme） 新叙事/有丰富层次的生态资产群（拆分盘）
1735628299437830583,2023-12-15 11:50,5.4,06_tokenomics_protocol_valuation,100,3,62245,False,https://x.com/0xcryptowizard/status/1735628299437830583,bn 收够筹码的上现货，没有筹码的上合约？看不懂。
1883706701108662604,2025-01-27 02:40,5.4,06_tokenomics_protocol_valuation,8,1,3368,False,https://x.com/0xcryptowizard/status/1883706701108662604,@allincrypto2011 不是，非充分非必要条件。  如果有热度，庄可以继续玩，就会控住筹码，继续给二段机会。  如果没有热度，也不存在现货坑位的稀缺性。  庄会直接散掉所有筹码。
1451917027879227394,2021-10-23 14:22,5.4,06_tokenomics_protocol_valuation,5,0,0,False,https://x.com/0xcryptowizard/status/1451917027879227394,17/18 价格复盘： 1）价格拉升伴随着交易量的快速上涨和地址数的快速增长； 2）3月到5月价格横盘期间，地址数大量增长，筹码在分散，早期持有者卖出，共识扩散； 3）可以看到早在2020年底交易量开始放大，伴随着稀缺punks以高价成交，迎来了第一波上涨浪潮，地址数快速增长，共识在圈内扩散；
1871497149080641891,2024-12-24 10:04,5.4,06_tokenomics_protocol_valuation,1,0,1637,False,https://x.com/0xcryptowizard/status/1871497149080641891,@0xKingslanding @thecryptoskanda @sporedotfun 前排筹码当然是项目方的啊。。。如果项目方不持有筹码，你敢买么。。。难道指望社区去开发？
1974274202996986075,2025-10-04 00:43,5.2,06_tokenomics_protocol_valuation,68,6,15267,False,https://x.com/0xcryptowizard/status/1974274202996986075,再补充两个“低预期”的例子。  巴菲特提到，什么能让婚姻持久？找到一个低预期的伴侣。  段永平提到，做投资的时候，他的目标是跑赢通胀。结果，网易拿了100倍。  真正取得大成就的人，在我们的观念里，不应该是取法其上得其中么？  其实理性想一下，不是的。 那样，更可能动作变形，脱离理性。
1904491893964128363,2025-03-25 11:13,5.1,06_tokenomics_protocol_valuation,218,7,91898,False,https://x.com/0xcryptowizard/status/1904491893964128363,做市商直接赚走40m，这不符合逻辑。  必然是替 move 团队出货的，团队又不是傻逼，帮着按卖出键就分这么多。
1875144115299778676,2025-01-03 11:36,5.1,06_tokenomics_protocol_valuation,143,5,108227,False,https://x.com/0xcryptowizard/status/1875144115299778676,swarms 怎么回事，突然几m几m的刷量。  一根针直接打到天上，这是什么做市策略？
1857304224276914279,2024-11-15 06:06,5.1,06_tokenomics_protocol_valuation,141,11,94108,False,https://x.com/0xcryptowizard/status/1857304224276914279,对，也不能找市值太小的。  否则，你建仓了过多筹码，庄直接弃掉盘子。
1898685443027386464,2025-03-09 10:41,5.1,06_tokenomics_protocol_valuation,120,4,77990,False,https://x.com/0xcryptowizard/status/1898685443027386464,只出货，不挂买单，这是什么做市商？欺负项目方不会按卖出键？ https://t.co/s78MtzPrJX
1642068412359688192,2023-04-01 07:36,5.1,06_tokenomics_protocol_valuation,19,1,39620,False,https://x.com/0xcryptowizard/status/1642068412359688192,今天老币继续显著流入，山寨做市商也继续往交易所转币。  短期波动不影响中期趋势，继续持币， not selling https://t.co/Vtu8aCEumc
1742336473041412442,2024-01-03 00:06,4.8,06_tokenomics_protocol_valuation,25,1,22386,False,https://x.com/0xcryptowizard/status/1742336473041412442,brc20这种协议，没有智能合约问题，所以前面出现的各种问题，不管是单个市场的索引问题，还是类似前几天ok的前端显示问题，都对协议影响不大。  但是domo和unisat这次的分歧，是涉及到索引问题，社会共识问题，这个其实是非常严肃和重要的问题。  希望能妥善解决，而不是真的分叉。
1978397982480564478,2025-10-15 09:50,4.8,06_tokenomics_protocol_valuation,6,0,2469,False,https://x.com/0xcryptowizard/status/1978397982480564478,@MC_MemeCapital 我的act？  act项目纯粹社区项目，bn一分钱上币费没要。  我的一个点代币20多m自己买的，哪轮得着我跟bn谈？
1764497854297751602,2024-03-04 03:47,4.8,06_tokenomics_protocol_valuation,4,0,1359,False,https://x.com/0xcryptowizard/status/1764497854297751602,@Jackololo1 @ganrendadi 不是，RGB++ 是基于 RGB协议做的改进，可以不依赖于 CKB，CKB相当于是DA层和智能合约执行层。
1898759521000128828,2025-03-09 15:35,4.6,06_tokenomics_protocol_valuation,15,0,29206,False,https://x.com/0xcryptowizard/status/1898759521000128828,@range2023 act是真社区项目，一共只有一个点的筹码给做市商。
1881716867523621203,2025-01-21 14:53,4.6,06_tokenomics_protocol_valuation,12,0,12151,False,https://x.com/0xcryptowizard/status/1881716867523621203,@xixikawaii 对，这波跌到10m附近是好机会，前面很少有5m-10m的低价筹码。
1877221043644891189,2025-01-09 05:09,4.6,06_tokenomics_protocol_valuation,8,1,4106,False,https://x.com/0xcryptowizard/status/1877221043644891189,@timotimoqi 这个策略没啥问题，bn的做市商被严格监管之后，被动做市财富效应基本没啥了。
1819936728268050890,2024-08-04 03:21,4.6,06_tokenomics_protocol_valuation,6,0,3431,False,https://x.com/0xcryptowizard/status/1819936728268050890,@realChainDoctor 回看就是在19年找趋势，结果不会好，来回磨损筹码。
1898952083476455615,2025-03-10 04:20,4.3,06_tokenomics_protocol_valuation,17,1,4050,False,https://x.com/0xcryptowizard/status/1898952083476455615,@web3foxcn 看看过去的k线，就是这么回事。  要么尽早拿便宜筹码，要么有耐心等跌的所有人都沉默了。
1875405791118979112,2025-01-04 04:55,4.3,06_tokenomics_protocol_valuation,13,0,7487,False,https://x.com/0xcryptowizard/status/1875405791118979112,@nine_DeFi 对，能做多少贡献，拿多少筹码。
1873229517906747450,2024-12-29 04:48,4.3,06_tokenomics_protocol_valuation,5,1,879,False,https://x.com/0xcryptowizard/status/1873229517906747450,@HuoYean 我觉得这是很符合逻辑的，只是不知道这两边的筹码和利益结构是不是支持这么干。
1467174822358794240,2021-12-04 16:51,4.3,06_tokenomics_protocol_valuation,0,0,0,False,https://x.com/0xcryptowizard/status/1467174822358794240,@BKadjfu 519是现货市场筹码结构导致的跌。
1655117306480201728,2023-05-07 07:48,4.3,06_tokenomics_protocol_valuation,0,0,822,False,https://x.com/0xcryptowizard/status/1655117306480201728,@0xLukennnnnn 观察blur的做市商地址，最近在流入了。其他两个币没有跟踪。
1473191304364445697,2021-12-21 07:19,4.0,06_tokenomics_protocol_valuation,2,0,0,False,https://x.com/0xcryptowizard/status/1473191304364445697,@daniaoren cake现在的模型是超额通胀，还是需要改的
