id,createdAt,goldScore,isMilestone,hasArticle,favoriteCount,retweetCount,replyCount,viewCount,text
2062864803501388239,Fri Jun 05 11:51:09 +0000 2026,10.0,True,True,217,56,20,39734,https://t.co/oOAIV0jJvM
2036636807392285106,Wed Mar 25 02:50:28 +0000 2026,10.0,False,False,385,46,51,1145061,去年10月我发现币圈走熊，流动性极差，然后黄金白银处于主升浪结束的第一段暴跌，此时资金没走孕育着巨大机会，我开始转向玩黄金白银，流量就来了，理了一下时间线。  黄金25年10月底，3900看涨4240，完美。 https://t.co/EQi8J3DsVT  后续大震荡没发过明确观点，4240做空4280止损。 因为我刚来贵金属，已经涨了很多了，我只有币圈k线的经验，贵金属迎来了最强的一波主升浪的上涨，4400-5500这里我中间做过短多，但是都踏空了，当时的我无法理解贵金属。  26年1月底，白银99刀的时候，我明确发文这里不能买入黄金白银，白银2年内要回到50才是好的机会，很有可能是历史大顶，前几天黄金跌到了4100，白银61。 https://t.co/FhjDzyxqxj  26年1月底机会来了，我明确认为黄金白银见顶了，手把手118做空白银盈利60万刀 https://t.co/Ufd06Tmol8 https://t.co/88zb1axEGn https://t.co/jzMJM35nvp  26年2月2日，我开始转向黄金多头，认为要反弹到这一波下跌的vwap，后面开始反弹，然后到了vwap平多。 https://t.co/TwZ8EZK7lD https://t.co/FXmGZxeFcA  26年2月5日，我开始刻舟求剑寻找白银78-88，黄金5100-5300的的机会 https://t.co/Szd8T1is5e https://t.co/QEgqVRSYWQ https://t.co/uQVOStHBkK https://t.co/jpeMotHR3L  26年3月初，我陆续平多黄金白银，寻找假突破做空机会，配合机器人90空到79.9平空，一把70万刀盈利。 https://t.co/XdiBkFUs1H https://t.co/Eeam1LziQG https://t.co/zBug0ki4hk  中间大震荡来了，黄金白银看不懂了，没更新。 26年3月中旬，黄金破位，开始看空5050到4791。 https://t.co/FQUfUfj5iq 中间4619抄底一次止损 https://t.co/QJV6FztXKZ https://t.co/31S3phsofJ  26年3月22日，我认为黄金下跌级别放大，要去4180-4250，给出明确观点，到位要买纸黄金，合约自行决定。 https://t.co/oJzzusqsSv https://t.co/tiobsJUH73 https://t.co/w0LVe24WJW 随后，手把手带着抄底，明确告知如果你4200卖出黄金，你就是大傻逼。 https://t.co/rCJ5uqLP0F https://t.co/37cgAAezUm  视频复盘+未来重回4800-5000的思路展望 https://t.co/yCimZeBZfd 3月25日卖出4200买的纸黄金 https://t.co/JZUJLVxHX4  中间也出现过错，但是我可以很快改变思路，我刻舟求剑刻着可以立马更换思路，然后结合k线是最牛逼的。  然后有过一次trump爆拉50%，这个我认为也很牛逼https://t.co/0DuoMRA32f https://t.co/9AJNoHF7YD
2063928395705241927,Mon Jun 08 10:17:30 +0000 2026,10.0,False,False,265,24,64,195978,这条发完以后很多人问我能不能带杠杆，我把我心理预期的行情给你们描述一下，你自己决定。  1）spaceX本周五上市，这是预期中的抽血市场，你们不就在等这个时间上车美股吗？ 2）如果一次非农数据就能让美股见历史大顶，这就不是美股了，我们还玩个几把蛋子。 3）图一，我的ai告诉我这次是一次正常的清理杠杆，还没到2000年3月的互联网泡沫破裂开始，所以暂时别怕。 4）图二，今年3月4日，韩国KOSPI的3月4日两次下跌熔断，3月9日下跌熔断，对应的都是底部，本轮已经连续熔断2次，不知道还有没有第三次，同一时间对应mu的底部，所以你们自己拉mu的最高点，找20%-30%的区间分批买，864就是20%的边缘，如果怕回不到864，可以晚上开盘打个底仓。 5）为啥不玩南方两倍做多海力士或者mu的2倍做多etf，波动太大了承受不住。  目前我认为存储要在这里盘整一个很大的区间，然后再选择下一步的方向。 参考韩国KOSPI，3月4日开始熔断以后中间盘整了一个大区间，3月31日调整完才开始新一轮的上涨，这个大区间你能做好的话，有2次20%的波段，对应mu还会回一次1000以上。  你可以这样去理解，刚进行一次深度的清理杠杆，顶部还有被套的人，第一次重回接近顶部，很多人筹码会很松，持仓信仰不足，所以我们先做这个大区间震荡，再说之后的事。
2053092789144170815,Sat May 09 12:40:40 +0000 2026,10.0,False,False,813,167,30,189140,23年ChatGPT 出现后，我们在使用gpt，高呼ai牛逼，从未想过押注英伟达，押注算力。 25年AI 长上下文、长期记忆、推理数据增长后，市场发现ai要保存记忆，需要大量的存储。 25年下半年AI 数据中心扩张，市场低估了光模块、光通信。 未来还会有一些“转折点时刻”，AI 医药、自动驾驶、具身智能、机器人、机械臂、端侧 AI等一个个阶段都会慢慢到来，在其他人高呼牛逼的时候，我们要去发现一些投资机会。 这个提示词，你可以让ai帮你改成周报，月报的形式。
2015086196213600413,Sat Jan 24 15:36:02 +0000 2026,10.0,False,False,393,60,37,167677,130条全看完了，有的没用过，发表不了评价，以下我用过的。 Model y得买；  iPhone Air可以不买，只能用国内的esim，但是外版的iphone17得买，随时换国外的esim你可以不需要vpn； iPad 可以有一个，配合mac mini，出差不需要显示器了；  定期打扫卫生，如果你条件够的话，平时自己打扫一下，一个月请一次保洁，家里干净干啥都舒心； 咖啡机有需求的可以买一台，便携的我很少用，我的是德龙半自动的；  室内篮筐可以不用，真男人空气投篮百发百中； 健身房 / 私教得有，钱花了你自然就想练了，如果你很热爱健身，没有私教你也会去；  Apple TV得买，各品牌的电视盒子都用过，用完Apple TV你其他啥也不想用了，闲鱼买二手就行； 人体工学椅可以买，如果你长期坐电脑前；  烘洗一体机可能南方需要？北方我晒衣服1-2天就干了； 扫地机器人我觉得没啥用，但是如果养宠物的话，戴森吸尘器必买；  就算你有外版iphone的esim卡，也要有一个好的VPN很重要，多花点钱，网速和防屏蔽太重要了； Apple Watch Ultra我没用过，一直戴的普通版Apple Watch；  找一套适合你自己的好枕头，好被子，好床垫，睡眠质量决定了你第二天的状态； 手提大容量加厚的垃圾袋需要，如果你家里小型垃圾桶很多，你就可以把几个垃圾桶的垃圾装一起放在大垃圾袋里扔出去；  指纹或者人脸识别的门锁需要，方便；
2038795845546725411,Tue Mar 31 01:49:43 +0000 2026,10.0,False,False,507,106,46,154967,我自己选了几个，你们参考 ai龙头英伟达今年必买，但是目前刚破位，还没到买点，不急。 存储mu美光，未来人手一个agent，记忆肯定要储存的，刚经历一波去年开始的主升浪结束，现在跟随美股周期下跌，还没到买点。 coinbase，币圈交易所，赌场必买，熊市后期交易量减少盈利减少，估值会下跌，没到买点。 crcl，稳定币赌万物，agent未来使用稳定币交易，跌幅到位了，我60买过了，130也没卖，底仓不动，如果今年10月还是这个价格区间，针对crcl的仓位打满，如果复刻coin跌了90%，30的价格打满。 mstr，杠杆比特币，我目前很认可Saylor这个人，他不会卖币的，还债周期还没到不怕他爆雷，110刀买过了底仓，如果59.9，加仓，如果今年10月还是这个价格区间，针对mstr的仓位打满。 然后就是比特币现货，我也有自己的心理价位和时间。 我还能买什么美股？我美股上其实是小白，你们多推荐推荐
2034205977197810007,Wed Mar 18 09:51:13 +0000 2026,10.0,False,False,253,19,107,150697,注意，接下来宣布一件大事，我要新增一个板块！  以后不会再有半个月一次的猜x工资然后猜中的平分活动，我要做一件长期而且伟大的事情，我希望帮到此时此刻深陷危机的你。  都知道微信公众号：戒赌home这个很火吧，但是上面的内容大多是都是ai，聊天记录也是造假，而且只是分享赌博经历，并不会帮助到真正需要帮助的人。  最近想认真做这件事，如果你真的被自己赌博害过，或者现在还陷在里面，不管你是网赌、炒币、A股、美股、博彩，还是别的高风险投机或者投资失败，只要你愿意把自己的真实经历讲出来，私信给我。  我现在每个月从 X 拿到的钱，大概在 600 美元左右，4200块人民币，可以帮助很多人还一期的分期贷款 这笔钱得益于关注我的人，阅读评论我帖子的街家军，所以你们给了我流量，我愿意把我每个月从 X 拿到的工资，发给审核通过真正需要帮助的人。  我先说清楚：我的审核会非常严格。 不要编故事，不要伪造截图，不要拿别人的经历来投稿，也不要随便找点材料来骗这个钱。 我只接受真实投稿，而且我会要求你提供贷款、套信用卡、网贷、找朋友借钱的完整视频证明。 一旦发现造假、拼接、搬运、伪造证据，直接拉黑。  如果你要投稿，你要写清楚这些内容： 1. 你是什么时候开始接触赌博/投机的 2. 你最开始是怎么接触到的，是谁带你的，还是自己看到的 3. 你玩的是什么，网赌、炒币、A股、美股、期权、博彩，还是其他 4. 你一开始赢过多少钱，那个阶段你心里在想什么 5. 你后来总共亏了多少钱，最大一笔亏损是多少 6. 中间有没有借钱、贷款、套信用卡、网贷、找朋友借钱 7. 这些事对你的生活、家庭、对象、工作造成了什么影响 8. 你是怎么一步一步陷进去的 9. 你在最疯狂的时候，脑子里到底在想什么 10. 你现在为什么想把这件事说出来  除了文字，你还必须提供视频证明，视频是硬要求，我不希望把这些钱给一个骗子，我必须保证给了一个真正需要帮助的人，我会完整的保护你的隐私，不会公布你是谁。  可能你们会问，街哥你把工资给我们，你要什么，我就要流量，你的真实经历我发出来会有更多人看，更多人去谨慎的操作，甚至戒赌，我的流量就会越大，我的粉丝流量越大，工资越多，就可以帮助到更多投稿的赌博老哥。  从现在开始，私信我，4月开始把x工资帮助到需要帮助的人。
2059553687949967483,Wed May 27 08:33:58 +0000 2026,10.0,False,False,1139,191,111,129179,录了一期视频，讲了一下我平时是如何使用ai的 关注我的都知道，这一个月我确实不在存储的主线上，但我用ai选到了flnc100%，fcel60%等涨幅很高的股票。  1）有条件的开一个gpt会员，根据自己的用量和使用ai得到的正反馈，开20刀一个月或者更高的会员。 2）日常使用可以普通对话，如果想研究一些东西，抓一些股票，要用高阶模型和深度研究。 3）让ai给你写提示词，你再用提示词去让他输出内容，不同的提示词和不同的模型，思考的深度和输出的内容完全不一样。 4）训练自己的好奇心和金融直觉，看到一个新闻不只是看看而已，立马去问ai这条新闻啥意思，是否真实，从第一性原理上有什么操作或者投资机会。
2007313017785258280,Sat Jan 03 04:48:12 +0000 2026,10.0,False,False,364,37,33,125974,换港版 iPhone 17 Pro Max俩月了 1） Apple AI 我基本不用，有啥问题随手点开的就是GPT，基本养成习惯了，很难改。 2）快捷指令居然还能火？ 首页刷到个“快捷指令自动化教程”几十万浏览，这不都是两三年前的玩法吗？ 多功能按键，电量低于80%自动低电量模式，每天早上8点自动打开某app，打开国外软件自动连接vpn，关闭国外软件自动关闭vpn，这些我都用好几年了，谁不会我随时教你。 3）港版苹果目前对我最友好功能是 eSIM，没有vpn的情况下进入国外软件，旅游去港澳玩了几天，买个国外的esim就可以上网了，不需要给自己的卡充流量和开国际漫游，方便是真方便，但速度和流量限额差点意思。 有没有流量大、网速快的 eSIM 推荐？ 来个资深eism玩家推荐下卡，好用给你发红包。
2050772222869159977,Sun May 03 02:59:34 +0000 2026,10.0,False,False,831,61,100,118650,我这几天非常焦虑，焦虑的是我完全踏空了英特尔，半导体，存储，光通信，光纤等ai基础设施的涨幅，只要我全部资产all in吃到一个龙头我就重回A9了，相反币圈根本挣不到钱。 之后我就去找低估的股票，每个小仓位买个10万刀也能挣到10%~20%，但是心情很不爽，就跟你在币圈踏空了龙头去找补涨币一样，能挣是能挣，你看到别人拿的随便新高而你拿的是相对底部赌补涨，心态是不一样的，我相信很多币圈的人看到现在市场的样子都跟我一样。  不过今天早上我不焦虑了，我看到几个龙头大公司的资本支出继续新高，达到了前所未有的水平。  我目前知道美股市场处于的阶段了，ai的需求真实存在，需求爆炸，大厂继续投入扩张，市场马上要开始审查回报率的阶段了，验证的是大额资本开支能否赚回成本。  在未来验证大公司资本开支能否赚回成本的道路上会出现很多机会。 1)市场会有一些没有定价成ai基础设施或者ai爆发导致需求放大的股票会出现大幅度上涨，我们要做的是寻找这些然后买入拿住，情绪上头的时候卖出。 2)市场会在泡沫暴跌，新高fomo中反复折磨，前期做短线的人会赢，后期坚守一个方向的人会赢，例如持有空单出现大泡沫的熊市，持有正股熬了很久拿到alpha收益。 做多美股赢得人和做空美股赢得人都不要提前得瑟，利润落袋才是真正赢家。 3) 大厂高额投入以后能实现赚回成本继续盈利，那么长牛继续。 4) 当你某天看到大厂资本开支下降，投入赚不回成本就是 AI 买方从疯狂扩建，变成踩刹车，再加上出现一些债务暴雷，此时泡沫彻底见顶。 5)几个关键的时间节点，spaceX上市，美国中期选举，openai/anthropic上市。  我没啥架子，黄金赚了我就是赚了，币圈亏了就是亏了，美股踏空就是踏空，说出来心理真实想法也不怕丢人，我的推特完全当朋友圈去发的，写点感受看法跟大家一起进步。
