id,createdAt,goldScore,domainId,favoriteCount,retweetCount,viewCount,hasArticle,url,text
2059988548389093739,Thu May 28 13:21:57 +0000 2026,4.1,articles_and_masterclass,154,28,134502,True,https://x.com/0xmagnolia/status/2059988548389093739,https://t.co/uigZyx3NiL
1842078232595857450,Fri Oct 04 05:44:09 +0000 2024,3.8,articles_and_masterclass,265,38,87333,False,https://x.com/0xmagnolia/status/1842078232595857450,"1.3 怎么寻找优质标之 庄币
   庄币具体看我贴的这条推文。我再补充一点新币你怎么看庄。OK这就需要你盯链了。
  
新币 看5min 10min 15min的线，但凡5min的资金量突然放量，比之前的5min线多了三倍的成交量，然后第二根5min线接着翻倍，这时候90%可以确定有庄或者大户进场。然后你赶紧看这个币官推是不是有什么利好，没有利好那就是有人操盘。
   具体怎么看k判断突破点位，我自己是学了点日本蜡烛图跟波浪理论结合起来分析，但大家不要生搬硬套这些理论，重要的还是多实操。不想看书的直接去YouTube看相关分析师的看k教程。https://t.co/GRpyycwBp9"
1622516378078175233,Mon Feb 06 08:43:44 +0000 2023,3.2,articles_and_masterclass,3112,826,2744036,False,https://x.com/0xmagnolia/status/1622516378078175233,"《如何在一级市场💩里淘金》具体包括以下内容：
–1：主要介绍一级市场注意事项，防范风险；警惕骗局；
–2：一级土狗板块分类；合约检测工具；土狗打法；一级预售；
–3：一级土狗出货逻辑；如何判断利好；怎样寻找金狗；
–4：经典一级土狗案例分析；一周k线上涨期原则；国内外一级市场社区推荐；"
2077683319475757445,Thu Jul 16 09:14:39 +0000 2026,3.1,articles_and_masterclass,86,2,38513,False,https://x.com/0xmagnolia/status/2077683319475757445,"存储属于标准化大宗商品，技术门槛远低于高端GPU、CPU，盈利完全由供需周期决定。行业重资产属性，扩产周期18-24个月，景气期集体扩产终将引发产能过剩、价格暴跌。即便HBM等高端品类存在壁垒，高额利润也会吸引巨头持续扩产，高毛利难以长期维持，拉长周期看企业盈利剧烈波动，无法实现长期稳定高收益。
半导体行业周期通常3-5年一轮，需求拉动、扩产→ 产能过剩、价格崩。循环交替。"
2036243738461352005,Tue Mar 24 00:48:33 +0000 2026,2.3,articles_and_masterclass,178,0,39681,False,https://x.com/0xmagnolia/status/2036243738461352005,@bbnomula https://t.co/npqDHuGpuM
2023380441512972295,Mon Feb 16 12:54:24 +0000 2026,1.7,articles_and_masterclass,12,0,6327,False,https://x.com/0xmagnolia/status/2023380441512972295,@abskoop 还是好好发教程吧a姐 https://t.co/9ZlwxkdSxc
1842048262234382560,Fri Oct 04 03:45:03 +0000 2024,1.6,articles_and_masterclass,12,0,3453,False,https://x.com/0xmagnolia/status/1842048262234382560,@LYSPQQ 哎呦呦，我暗示什么？哪次不是让大家出本？你的意思我评论什么就是让你买？你是心理专家哈，把自己的意淫强加别人头上，我还包装笑死我了，我好好的写教程不看，就来无脑黑？
2060024941651857884,Thu May 28 15:46:34 +0000 2026,1.6,articles_and_masterclass,2,0,10747,False,https://x.com/0xmagnolia/status/2060024941651857884,"安装 NVIDIA CUDA Toolkit（CUDA 开发工具包）
sudo apt update
sudo apt install nvidia-cuda-toolkit -y"
1835111547963949235,Sun Sep 15 00:21:02 +0000 2024,1.5,articles_and_masterclass,63,1,8397,False,https://x.com/0xmagnolia/status/1835111547963949235,@wangduanniao @Bitget_zh 我说你们这些撸毛博主，是不是只发教程自己都不撸
2086012924250976583,Sat Aug 08 08:53:32 +0000 2026,1.1,articles_and_masterclass,18,0,2839,False,https://x.com/0xmagnolia/status/2086012924250976583,@pinkmannnn85 @ZhangZToooooo 我会出个详细二段的帖子
2080344820405674181,Thu Jul 23 17:30:30 +0000 2026,1.1,articles_and_masterclass,18,0,12679,False,https://x.com/0xmagnolia/status/2080344820405674181,@vladtenev 非要这个节点被盗
1838530560647663762,Tue Sep 24 10:46:58 +0000 2024,1.1,articles_and_masterclass,4,0,3199,False,https://x.com/0xmagnolia/status/1838530560647663762,@hue1020 置顶需要点最后一条才会继续出来，其余教程在亮点
1826499419426226260,Thu Aug 22 05:59:30 +0000 2024,1.1,articles_and_masterclass,0,0,564,False,https://x.com/0xmagnolia/status/1826499419426226260,@yiyiefforts @tttooouuu44 显卡1050就能玩，或者花3000买个ps5
